filename,tempo,beats,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00029.au,129.19921875,62,0.2804564550451547,0.12471523135900497,1649.2937714648351,2190.248305756796,3761.42725516399,0.05292636174535604,-233.7245905280418,101.18359507309682,17.650271830019868,23.734355068188968,2.079372161947265,25.940292631466523,-16.967709501590832,15.094173082574772,-22.278787807933348,4.400507331760506,-23.20163671716325,-6.04612706331896,-5.065351166163864,1.0731726892555586,-5.780491662886344,-8.305595503989217,-11.386346086098403,-6.72531589950699,-10.02770672299532,-14.03526911740462,blues
blues.00067.au,161.4990234375,78,0.3379221685307678,0.12909626960754395,2258.538418665696,2176.031189289768,4755.429577901267,0.11276500217685759,-95.4244227767093,101.36865217103387,-20.682496525429023,48.65547563178834,-30.258639177931624,20.80252650661355,-18.30375828616648,14.134916538755007,-12.787579695314081,13.433700797320617,-14.072366575835014,7.723720643041416,-19.22414898813113,2.8563719342547538,-9.809445014581913,6.911755575153527,-11.303163834042888,8.940704316986402,-2.959638893321985,-0.9754280541750479,blues
blues.00033.au,151.99908088235293,75,0.26066874230918424,0.13316480815410614,1430.582003472632,2075.602343498586,3246.730367465654,0.04196988982681889,-239.01091485549196,108.66921779727488,34.14935028999654,30.24279361037444,-0.47099684214724846,27.29651601458072,-21.389085414581736,14.155846851787649,-24.505631255310373,-1.8768195540234727,-28.052264818618944,-11.258263386628549,-16.4841010874191,-7.636356814881111,-12.79629066986283,-15.352031148833754,-13.73228239837771,-7.400161033381777,-10.083954356992576,-13.28513958948002,blues
blues.00001.au,67.99958881578948,34,0.3409831616280061,0.09591842442750931,1529.8353159300757,2038.617578969221,3548.8202074363876,0.056044256724071206,-207.5567959584134,124.00671718798907,8.930561658882072,35.8746844809312,2.9160377216746487,21.523724844956494,-8.554703081545176,23.358672450147157,-10.103616358929084,11.903743520041866,-5.560387184424063,5.376802045265041,-2.2391193276216517,4.216963081367921,-6.012273272105527,0.9361085469011239,-0.7165368469495235,0.29387517328195273,-0.28743066481215845,0.5315729228628574,blues
blues.00098.au,123.046875,59,0.4429723062789696,0.1254224330186844,2310.280604027964,2206.7109355032635,4829.320797757837,0.12842590520994582,-90.6774853311084,100.093132509189,-23.916266873371168,52.58112451074922,-20.916391759403634,31.49415467353011,-11.203329182942548,20.08538223493824,-10.90922006923825,17.55622918303155,-14.092525336278092,12.988066792301762,-11.415391637170622,2.906068828141833,-12.012914144707867,4.82258465121881,-11.156673538292566,1.1592104400004906,-3.9139558660215052,3.2504268409064183,blues
blues.00087.au,172.265625,79,0.33677309337358097,0.158098042011261,1442.1902705792922,1870.5341550882322,3083.4146883465555,0.050889337025928794,-155.50493069895066,125.63885707999117,1.596554065300431,45.80452250057301,0.9007794017439215,25.3675634860124,-10.787496024547833,15.566380309689222,-11.920467794302134,1.2644403562837752,-6.649819496197035,-0.7928936271400152,-7.748056921622582,0.41354782453740746,-7.030261896315096,3.9976781346323826,-6.256611730367462,0.9582261938465683,2.019821805951159,-5.7421888425949845,blues
blues.00083.au,135.99917763157896,66,0.42729437557327676,0.2512631118297577,2314.748478923844,2261.694349187705,5036.169546971749,0.11795053393479102,-19.86714998882211,98.89780765299633,-24.47780977926793,49.591758735465476,-16.202193138532405,30.204456274572777,-18.02930064647729,27.562145300926712,-11.405338697659793,14.883301380505007,-8.911967521767066,11.674803394486975,-10.887061244560934,9.31544924291067,-5.833090840174558,9.261364301516728,-4.050388374547661,3.2558988201276415,-3.466851894870911,2.380785184729257,blues
blues.00055.au,135.99917763157896,63,0.43283612657462334,0.15782567858695984,2032.0949869239068,1976.2980139018641,4023.5256702907313,0.11316673822078173,-98.6747528756265,104.79541283649144,-35.109564699437364,60.70162754358706,-2.831404204921212,22.23679388717979,-7.836520624900312,19.03004459905469,-11.581365721365113,17.020949863089648,-5.386073799496237,12.202054929484987,-9.9614667772113,0.357867747701922,-4.265253484436357,6.134886862356883,-4.830016483616905,1.5036923986130453,-1.4912538666739028,3.5097771752823954,blues
blues.00077.au,99.38401442307692,45,0.4088756181758112,0.24321739375591278,2206.7712464152564,2191.4735056963423,4657.388504075561,0.11152578064531733,-29.010990408564442,104.53291407548929,-30.97420732522317,38.156392118947224,-7.991166727450174,30.888570570372462,-20.597830688337634,25.829106081799875,-12.953563535384,16.94148520207745,-12.265393248916851,10.786453686073276,-10.558812392021018,6.877709432933743,-10.294857593805212,6.967845409298609,-10.256099593498602,0.7050139543501773,-6.000722016502683,1.3489551857679514,blues
blues.00076.au,117.45383522727273,55,0.3655753028237747,0.21907992660999298,2645.6816610382457,2426.198511888736,5612.507728600281,0.1364685625483746,-52.69306053368123,74.430283763674,-18.692436720353967,56.323872801843585,-3.93968750765385,31.971838568237043,-16.459638237174854,22.409399786398996,-12.257828860990093,27.216745849338235,-9.233178155470128,7.792498608104006,-10.561926251006682,6.94695633936661,-9.12786673511196,13.020090764165909,-9.854002334666244,3.6894595152934904,-4.94772595381193,4.426065770092661,blues
blues.00049.au,123.046875,59,0.2774835020734303,0.08860692381858826,1318.6568216818664,1904.761177180381,3046.6815771333204,0.03997292533378483,-255.96577397777665,110.8230464326354,21.505215110452003,67.57123260786811,4.299803690730506,43.10545616317174,-4.507724737764421,10.423532780409394,-8.69432711966024,1.6581493329762091,-20.593154834261085,-2.4429289138548977,-7.130864679189178,-11.163916774844308,-12.609407832203486,2.742009426260186,-8.948849378803773,-7.940728065481833,-2.344156620461896,-0.7056062335341726,blues
blues.00011.au,161.4990234375,81,0.36713747003848557,0.06571295857429504,1353.2604615658554,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.9149645638209,123.98006414519074,5.459753808794275,33.678088575289024,1.091916977183363,14.704469971143732,-4.898551939615784,8.654900476646334,0.7840488655723142,6.570926677164255,-4.878657788836683,-3.1808658882139516,-5.556420329673007,-6.78962654029927,-2.6446395719062816,-2.9849269531104152,-3.3852014902293646,-1.8563900119752446,1.8361506773672631,-4.897419816451059,blues
blues.00048.au,123.046875,58,0.37942767706528935,0.12398607283830643,2148.7861990921224,2204.5740644585107,4673.6634056634575,0.09881232766544118,-106.31103222934219,102.63095328895862,-20.15512486372148,59.36037386308715,-9.954544235011609,33.689182596489246,-14.170399807051952,23.510000596404776,-13.314068250070932,16.014285498558046,-18.91698107136538,7.82136297231065,-7.788121902629709,4.047836056834521,-11.340939389651677,2.0602182280345236,-5.739425850820682,0.4642567230142666,-1.909088902059677,-3.1283077646925532,blues
blues.00053.au,103.359375,50,0.41250076438084543,0.1683579683303833,2171.221741738743,1954.3837849781357,4237.132711971507,0.13280229598006965,-76.71795930097558,105.7535296702161,-43.181755437371834,60.94585044582314,-8.75863103725194,21.227078947322024,-12.86484559841326,18.6038440289244,-11.384938635359228,14.541766177756312,-6.047970457317012,12.726959117803096,-9.36680939415533,1.3508592459824385,-3.609972297228361,6.997608520180384,-4.05300759790226,-0.27142678212237353,-3.696091568738732,-0.504041438202215,blues
blues.00064.au,78.30255681818181,37,0.3324795908835457,0.11741276830434799,2553.2324147739323,2280.1286685771834,5148.102203463623,0.14685171971749225,-85.15025014369667,88.80672183253607,-16.32261109046392,59.22451605909578,-35.99024193929454,14.385729928184652,-22.308612302206374,9.647323007313698,-14.820338570248497,11.177996593919328,-14.804456885245052,8.478452589134806,-19.590225504385565,6.4132103236769264,-13.779667262504873,6.112036565509682,-13.154643802301816,3.9334558973079887,-7.615453547497418,3.752625581331539,blues
blues.00051.au,99.38401442307692,49,0.39375554824771586,0.19672292470932007,1977.1723772350392,1927.803692383919,3942.834491552583,0.1066270952254257,-55.5792433761532,114.93584793111204,-37.052830851484764,64.89651335461076,-7.139352961328468,15.238384909487001,-16.222615406021237,18.6308090374333,-9.745891981753411,21.46004199811411,-5.6414155131828085,12.782316771355633,-16.528680919407748,3.7937877025421574,-7.8908701057205155,8.477609158074367,-4.065209517221582,3.207440812633487,-5.178250488233268,-1.2795236756526458,blues
blues.00013.au,107.666015625,52,0.2646158664057079,0.11322116106748581,1324.3043562121863,1827.7375353762977,2710.033612797504,0.051417300575657895,-209.789265827001,124.45844922232232,10.310380384980347,47.01800568969878,6.510237682425001,15.40544917397644,-1.9927096143246532,6.717405083929522,-21.554193032842466,10.721716080253147,-5.524965330663471,-2.205935128271012,-3.038192206042339,8.645515807488943,-0.30422996927318247,-0.6377438242085771,-2.9398848444742742,-1.705922781774308,-1.7695895830188455,-7.762957959356868,blues
blues.00045.au,129.19921875,65,0.4295108796739741,0.14836564660072327,1739.0196209456465,2290.401738921507,4551.155813116777,0.048051863631965945,-163.21114108904186,89.79104084986243,12.979256481234641,80.69127283002801,3.660786588656376,39.7419761845291,-5.403829843814838,26.500495756948215,-13.160738948852797,2.710211418802556,-20.552354288852705,6.008638715394707,-2.910059391483796,-0.4346128708206699,-17.545473686464216,4.154533096463561,-5.990226377954047,-7.860422978167287,-8.565095957618123,1.857710812219247,blues
blues.00075.au,117.45383522727273,58,0.4664359092849299,0.1921537071466446,2225.216647159957,2255.1950050803102,4703.188227130901,0.10858664497871517,-86.35233803031846,92.67524456941213,-15.377407120009796,54.059777016997366,0.8832086387437844,31.5639277077932,-14.615399220109914,23.320065852373606,-14.975420636151485,15.335824233474819,-7.047201621094149,12.181272528322115,-6.097625448156379,7.0254202640769785,-5.805348221623653,7.432128470759903,-6.075142762055922,3.3829910005057755,-4.276934184258764,1.238193206433147,blues
blues.00082.au,123.046875,61,0.33889608580455005,0.25135019421577454,2141.4616556443502,2168.0155600412095,4627.997015135207,0.10515129160216719,-29.362092860472988,108.66795011939321,-25.573164853949752,38.42946989037161,-18.325090836914402,21.781095676617234,-25.161657430048788,22.387048391921347,-17.604126664912055,14.66011923066703,-12.078506038395568,5.456503986630319,-7.687712605886286,7.410599664287275,-11.319176913741215,7.229288382288959,-9.466552123138447,1.9300588475540834,-6.328475554233785,-1.3048123730193188,blues
blues.00091.au,63.02400914634146,29,0.4219218792692933,0.09940469264984131,991.1644174915215,1396.523685796201,1943.1215835429566,0.03605269204721362,-236.36098848313782,161.69741593882927,-1.135944007407365,27.27111808075621,9.595981745459653,20.604885046091432,0.2419013778218248,13.790566466917323,-0.49592715079696803,10.182138127862263,-4.452853650920807,5.509446463369778,-3.7133260227914486,-0.8954964198426687,-4.900800964227283,-2.8668248011791206,-3.761341711285784,-3.3457080459233333,-2.4103498670810515,-3.780144726685831,blues
blues.00035.au,129.19921875,61,0.28833021020777116,0.17340749502182007,1506.979392450291,2096.6376311044596,3404.796078330592,0.045430186363196595,-171.78606367039137,120.28023311071415,15.336580882271965,21.09728060851388,-5.4100208410724635,24.192474764774683,-24.140308948935562,18.54532486106592,-22.352987355857426,1.3026397644832806,-20.761293449686267,-4.98454516690967,-17.11959526991446,-7.898076269959732,-15.321158354130192,-9.350151077455415,-8.906130248155359,-8.516965254401356,-14.330010804448046,-19.935202888577415,blues
blues.00057.au,92.28515625,43,0.4242836306804152,0.17592035233974457,1886.6836192756332,1913.2246226414609,3828.101851991825,0.08992387045278638,-92.74798143932041,115.33952720805895,-35.06427174203655,57.861556893152525,1.8450910748358804,26.616611425349937,-14.55245329262239,22.133254649676864,-8.209146077437248,11.01595096159072,-5.64360036305291,7.277173916674678,-10.205973402491471,1.332175320853617,-4.105897395608673,0.9783024981228572,-6.553786837184747,-0.6825120741693989,-2.1268264949005484,-1.5182432349164714,blues
blues.00016.au,198.76802884615384,96,0.30432219616029343,0.08146144449710846,1455.0016722774692,1825.8854146063939,3009.856799807711,0.061350725014512386,-233.76361338134097,120.67351030891383,-3.1710848466699977,39.54099418344559,3.8574563846342658,18.84042910383502,-3.691825141970153,4.431853860141292,-14.978044422067619,17.567649954950095,1.8400663188082973,2.537328781184538,-1.2404547200056733,8.439245631473177,-0.2106916589219121,-3.9061195194767127,-4.478782904590024,-0.01243677540550729,1.2936136683652895,-2.0847963298902408,blues
blues.00037.au,123.046875,54,0.24862740222334817,0.06914512813091278,1188.1683365997978,1682.8601504411133,2339.635852542086,0.04816032858455882,-328.6737927698993,102.69687345797705,19.876063641376913,26.731257019967966,7.158257714389564,22.716643005266175,-6.956796509071648,12.804352091015668,-10.708748440854375,-0.4193488997478192,-12.363975634881292,-8.89717747724312,-9.238519262365296,-9.10932621080082,-9.003835777116096,-7.640766615146012,-7.190915716060279,-9.368476571105397,-4.470060256430953,-3.6888002109113858,blues
blues.00050.au,135.99917763157896,63,0.4008597296819554,0.1823798567056656,1945.8484252463336,2082.2466258883846,4175.874749056695,0.08580598152089783,-82.97902286904743,107.05211268790849,-25.3204532612931,57.12499466565046,0.08543858458103311,34.696803821225835,-11.042021522691668,20.53269762126962,-11.21317757353485,14.834126126478715,-10.229334342439035,12.539582034083942,-9.762304044794707,2.562253491474987,-6.300853274507389,2.9967847981754923,-8.71845552822011,-0.3265813020897474,-2.9803473053584715,0.7126006115501224,blues
blues.00046.au,123.046875,60,0.38785121227293007,0.10258235037326813,1912.506881317723,2361.474653231124,4776.86278163095,0.05842595056114551,-182.638290837734,90.67679749092407,14.119084882814066,67.54982641242854,2.6932138165215393,38.430528566047,-8.410898355050222,24.12744625680702,-13.781990671217471,4.835996282733278,-16.682030861965963,5.8117084757782065,-5.1495334297204876,0.19298436466712707,-14.480762258928154,6.862883769947925,-4.442362143165911,-2.9868888702353424,-4.816248176231086,5.400324815259467,blues
blues.00002.au,161.4990234375,77,0.363602838496103,0.17557303607463837,1552.4819582458867,1747.1659849613077,3040.514947755418,0.07630074799245357,-90.75439379121194,140.45990690263864,-29.10996528793778,31.68901439805488,-13.987036007376677,25.754761159221772,-13.649585904668193,11.629270996426806,-11.780588908638652,9.706442349683366,-13.123111443400685,5.789264864718009,-8.90522443403181,-1.0837199898621985,-9.2183588970385,2.455805229778316,-7.726901333052281,-1.8157238511274956,-3.433434271765603,-2.2268214410310225,blues
blues.00038.au,86.1328125,38,0.2658831769881305,0.16814498603343964,1513.4221069919352,2140.606778903436,3449.6791402621902,0.044378038530379256,-192.6671869119957,111.19077445647572,21.372723136992196,26.39834101480603,-0.6461218346722326,23.486736264841802,-25.464551159323754,16.93773145080493,-16.977054756844222,5.788635602219012,-25.730206174167943,-5.0447266901496,-17.631819780502198,-7.921687072240905,-15.152404027845863,-12.342545621243039,-17.22776515179891,-7.771727770221051,-13.033960620180778,-17.94574999719673,blues
blues.00006.au,71.77734375,36,0.29130800186024586,0.141795814037323,1459.0784827344287,1388.9133116502308,2795.6164286232583,0.07302790308146284,-190.1494699473497,130.29695102940653,-36.34413831086846,33.01305035920638,11.106935525152583,-0.6151583066479513,-20.86200953661647,0.2700911238491463,-6.489759729485375,-5.517093200605551,-7.840327991608348,-3.125678351676986,-6.593118171711412,-9.942267638901262,-6.537223946843331,-10.064754674700042,-10.912171231101219,-6.972478914911679,-3.4490333602413203,-6.495510607011715,blues
blues.00003.au,63.02400914634146,28,0.4047790020593515,0.14119118452072144,1070.1199533246042,1596.3339477626816,2185.028454098539,0.03330894446594427,-199.4311443622731,150.0992177925424,5.647594315988094,26.871927453199177,1.7544625735083497,14.23834423106636,-4.830882173320006,9.297965261251443,-0.7577411657573524,8.149012190726342,-3.196313537204914,6.087675942506244,-2.4764204886511507,-1.0738903951531715,-2.8747774091162723,0.7809762925870127,-3.3169321908693226,0.6379808733561015,-0.6196898234783064,-3.4082332454719992,blues
blues.00043.au,129.19921875,64,0.3990254820962196,0.1273106336593628,2155.6549226375455,2372.4036041416352,5012.019693002612,0.08716538373161764,-109.1653551094614,100.62150013173598,-8.61472085506729,47.35847504208028,-6.555959814324401,39.613614884535934,-8.518134348526631,29.56467246561322,-16.575961527857103,13.16563436770191,-24.2097934307075,6.585774058064747,-8.642620994704046,4.912258600190216,-15.442803770843774,1.5387503660590078,-6.732474384169309,1.4177740698644765,-3.9617504697981283,3.2874602683449208,blues
blues.00092.au,83.35433467741936,39,0.3910098866187971,0.06308465451002121,918.4054526566998,1437.6091894262506,1599.673660325561,0.03231802075270898,-332.4823359764412,128.042922358287,28.936692187255304,41.82835318160136,31.281250310170986,23.353077388795505,5.81631003035199,8.992064662650684,-3.8466272330672813,3.733483612509553,-0.8589867223305283,-0.4242174657065599,1.4956102360907884,-1.5557738163816235,-0.8370871365312912,2.1564552388031264,-3.899822729250572,-4.198856852268571,-5.930101937597733,-3.434428579473379,blues
blues.00034.au,184.5703125,92,0.26224846375348165,0.13593898713588715,1536.7830758847163,2157.1380999035623,3601.0282250749806,0.04570040392801858,-217.21121735732578,105.79117550447114,15.618613884371891,25.26306030659426,-1.4379981397647357,30.195394893459603,-17.713642887555014,17.321499486119762,-27.209539999466458,4.339828529860889,-20.063429325885785,-10.695904806862023,-14.224882285785382,-5.156212417472204,-3.4715782473424452,-6.184278702203907,-15.32531986452757,-6.845779164395496,-9.828355215316732,-13.941391981806206,blues
blues.00005.au,69.83741554054055,34,0.30234642657347954,0.10346758365631104,1831.9423675966686,1729.4832411266989,3480.9372845818016,0.09403986975135449,-177.86904821442045,118.19691616077793,-17.550672641935268,30.75863455799999,-21.742746024838958,11.90380180486652,-20.734248574102413,3.1805972716431956,-8.583483731605433,-0.9364875014388337,-11.776273310384013,-2.4206146261137493,-9.33936468732217,-9.93932489233774,-3.909892093194324,-5.570624715427678,-1.8390232118151628,-2.778421089394,-3.046866148739342,-8.115809021660661,blues
blues.00069.au,78.30255681818181,39,0.29188439044687386,0.11656992882490158,2371.099277792781,2209.699345771831,5004.1114074895995,0.12514096664570434,-121.4088445649174,96.10607986000635,-19.613254916118112,48.01165384856027,-38.79870018894577,24.746750323726303,-32.93358790679316,8.099362393756344,-17.798166866576953,6.109449205997011,-19.98654302867784,6.793615959451707,-19.33388207355294,-0.1144466328629706,-12.250433115543796,-4.92743814867273,-10.409580535281243,-2.0495658553050866,-1.7682107714192066,-3.9621586145172065,blues
